Code,Category,Honda likely summary,Recommended Shop
P0801,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0802,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0803,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0804,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0805,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0806,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0807,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0808,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0809,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0810,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0811,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0812,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0813,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0814,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0815,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0816,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0817,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0818,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0819,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0820,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0821,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0822,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0823,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0824,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0825,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0826,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0827,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0828,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0829,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0830,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0831,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0832,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0833,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0834,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0835,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0836,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0837,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0838,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0839,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0840,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0841,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0842,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0843,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0844,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0845,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0846,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0847,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
P0848,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
